text,label,meta,context,source,target
"The complaints suggests that <s>authorities</s> decided to make the arrests after <t>Siddiqui</t> came into “possession of multiple propane gas tanks, as well as instructions for how to transform propane tanks into explosive devices,” and told the undercover she was “disinclined” to talk about her plans.",Conflict,AW|doc_id=200|sent_id=863|dataset=wiki|osplit=train|etype=Justice.ArrestJailDetain.Unspecified,Justice.ArrestJailDetain.Unspecified,Jailer:authorities,Detainee:Siddiqui
"Tamerlan Tsarnaev died after a shootout with <s>police</s> last Thursday, while his younger brother <t>Dzhokhar</t> was captured a day later.",Conflict,AW|doc_id=235|sent_id=861|dataset=wiki|osplit=test|etype=Justice.ArrestJailDetain.Unspecified,Justice.ArrestJailDetain.Unspecified,Jailer:police,Detainee:Dzhokhar
GNB Brigade General <t>Hector Armando Hernández Da Costa</t> was also detained by <s>intelligence forces</s> Monday night in connection with the terrorist attack.,Conflict,AW|doc_id=214|sent_id=846|dataset=wiki|osplit=dev|etype=Justice.ArrestJailDetain.Unspecified,Justice.ArrestJailDetain.Unspecified,Jailer:intelligence forces,Detainee:Hector Armando Hernández Da Costa
"<s>Maduro</s> has jailed and sidelined many <t>opposition activists</t>, regularly accusing them of plotting to overthrow him.",Conflict,AW|doc_id=5|sent_id=850|dataset=wiki|osplit=train|etype=Justice.ArrestJailDetain.Unspecified,Justice.ArrestJailDetain.Unspecified,Jailer:Maduro,Detainee:opposition activists
Nineteen-year-old <t>Dzhokhar Tsarnaev</t> now faces <s>U.S.</s> federal criminal charges in connection with last week’s bombings at the Boston Marathon.,Conflict,AW|doc_id=191|sent_id=869|dataset=wiki|osplit=train|etype=Justice.ChargeIndict.Unspecified,Justice.ChargeIndict.Unspecified,Prosecutor:U.S.,Defendant:Dzhokhar Tsarnaev
"In addition to the New York indictment, <t>Rahimi</t> faces charges from federal and state <s>prosecutors</s> in New Jersey.",Conflict,AW|doc_id=233|sent_id=867|dataset=wiki|osplit=test|etype=Justice.ChargeIndict.Unspecified,Justice.ChargeIndict.Unspecified,Prosecutor:prosecutors,Defendant:Rahimi
Thai <s>Authorities</s> Indict <t>2</t> Over August Shrine Attack,Conflict,AW|doc_id=239|sent_id=871|dataset=wiki|osplit=test|etype=Justice.ChargeIndict.Unspecified,Justice.ChargeIndict.Unspecified,Prosecutor:Authorities,Defendant:2
"The <s>court</s> on Tuesday indicted <t>Bilal Mohammed</t> and Mieraili Yusufu on 10 counts connected to the blast, including conspiracy to explode bombs and commit premeditated murder.",Conflict,AW|doc_id=239|sent_id=872|dataset=wiki|osplit=test|etype=Justice.ChargeIndict.Unspecified,Justice.ChargeIndict.Unspecified,Prosecutor:court,Defendant:Bilal Mohammed
"The <s>court</s> on Tuesday indicted Bilal Mohammed and <t>Mieraili Yusufu</t> on 10 counts connected to the blast, including conspiracy to explode bombs and commit premeditated murder.",Conflict,AW|doc_id=239|sent_id=872|dataset=wiki|osplit=test|etype=Justice.ChargeIndict.Unspecified,Justice.ChargeIndict.Unspecified,Prosecutor:court,Defendant:Mieraili Yusufu
A Bangkok military <s>court</s> has indicted two <t>men</t> accused of carrying out the August 17 bombing at a popular shrine that killed 20 people.,Conflict,AW|doc_id=239|sent_id=866|dataset=wiki|osplit=test|etype=Justice.ChargeIndict.Unspecified,Justice.ChargeIndict.Unspecified,Prosecutor:court,Defendant:men
"Under U.S. law, United States citizens cannot be tried in military commissions and it is important to remember that since 9-11 we have used the federal <s>court</s> system to convict and incarcerate hundreds of <t>terrorists</t>,” said Carney.",Conflict,AW|doc_id=191|sent_id=878|dataset=wiki|osplit=train|etype=Justice.Convict.Unspecified,Justice.Convict.Unspecified,JudgeCourt:court,Defendant:terrorists
"After two days of deliberations in a federal trial, the <s>jury</s> convicted <t>Tsarnaev</t> Wednesday of all 30 charges he faced, including 17 that carry a possible death penalty.",Conflict,AW|doc_id=129|sent_id=874|dataset=wiki|osplit=train|etype=Justice.Convict.Unspecified,Justice.Convict.Unspecified,JudgeCourt:jury,Defendant:Tsarnaev
Part of the appeals <s>court</s>'s ruling was a decision to reverse three convictions for charges that <t>Tsarnaev</t> was carrying a firearm in connection with his possession of a pressure cooker bomb.,Conflict,AW|doc_id=152|sent_id=877|dataset=wiki|osplit=train|etype=Justice.Convict.Unspecified,Justice.Convict.Unspecified,JudgeCourt:court,Defendant:Tsarnaev
"The government acknowledged that it had violated a discovery order in the case, and the <s>Attorney</s> General stayed <t>McVeigh</t>'s execution for one month in order to resolve the legal issues arising from the belated disclosure.",Conflict,AW|doc_id=108|sent_id=896|dataset=wiki|osplit=train|etype=Justice.InvestigateCrime.Unspecified,Justice.InvestigateCrime.Unspecified,Investigator:Attorney,Defendant:McVeigh
"The <s>government</s> acknowledged that it had violated a discovery order in the case, and the Attorney General stayed <t>McVeigh</t>'s execution for one month in order to resolve the legal issues arising from the belated disclosure.",Conflict,AW|doc_id=108|sent_id=896|dataset=wiki|osplit=train|etype=Justice.InvestigateCrime.Unspecified,Justice.InvestigateCrime.Unspecified,Investigator:government,Defendant:McVeigh
"The crime is so horrific that they don't have much else really to point to, other than his age and the influence of his older brother, said <s>Dan Collins</s>, a former federal prosecutor who handled the case against a suspect in the 2008 terrorist attacks in Mumbai, <t>India</t>.",Conflict,AW|doc_id=129|sent_id=880|dataset=wiki|osplit=train|etype=Justice.InvestigateCrime.Unspecified,Justice.InvestigateCrime.Unspecified,Investigator:Dan Collins,Place:India
"The crime is so horrific that they don't have much else really to point to, other than his age and the influence of his older brother, said <s>Dan Collins</s>, a former federal prosecutor who handled the case against a <t>suspect</t> in the 2008 terrorist attacks in Mumbai, India.",Conflict,AW|doc_id=129|sent_id=880|dataset=wiki|osplit=train|etype=Justice.InvestigateCrime.Unspecified,Justice.InvestigateCrime.Unspecified,Investigator:Dan Collins,Defendant:suspect
"The crime is so horrific that they don't have much else really to point to, other than his age and the influence of his older brother, said <s>Dan Collins</s>, a former federal prosecutor who handled the case against a suspect in the 2008 terrorist attacks in <t>Mumbai</t>, India.",Conflict,AW|doc_id=129|sent_id=880|dataset=wiki|osplit=train|etype=Justice.InvestigateCrime.Unspecified,Justice.InvestigateCrime.Unspecified,Investigator:Dan Collins,Place:Mumbai
<s>Police</s> had been hunting for a <t>man</t> seen cycling near the scene of the blast wearing a balaclava and rucksack.,Conflict,AW|doc_id=134|sent_id=893|dataset=wiki|osplit=train|etype=Justice.InvestigateCrime.Unspecified,Justice.InvestigateCrime.Unspecified,Investigator:Police,Defendant:man
<s>Police</s> had been hunting for a man seen cycling near the <t>scene of the blast</t> wearing a balaclava and rucksack.,Conflict,AW|doc_id=134|sent_id=893|dataset=wiki|osplit=train|etype=Justice.InvestigateCrime.Unspecified,Justice.InvestigateCrime.Unspecified,Investigator:Police,Place:scene of the blast
"All the <t>men</t> were interrogated by <s>Birmingham CID</s> and claimed at trial they were beaten, threatened and forced to sign state<t>men</t>ts written by the police over three days of questioning.",Conflict,AW|doc_id=138|sent_id=883|dataset=wiki|osplit=train|etype=Justice.InvestigateCrime.Unspecified,Justice.InvestigateCrime.Unspecified,Investigator:Birmingham CID,Defendant:men
"A string of deadly bombs <s>authorities</s> now investigating if there is a possible serial bomber on the loose in <t>Austin</t>, Texas the first bomb at a package left at a home killing 39 year old Anthony house.",Conflict,AW|doc_id=7|sent_id=882|dataset=wiki|osplit=train|etype=Justice.InvestigateCrime.Unspecified,Justice.InvestigateCrime.Unspecified,Investigator:authorities,Place:Austin
"A string of deadly bombs <s>authorities</s> now investigating if there is a possible serial <t>bomber</t> on the loose in Austin, Texas the first bomb at a package left at a home killing 39 year old Anthony house.",Conflict,AW|doc_id=7|sent_id=882|dataset=wiki|osplit=train|etype=Justice.InvestigateCrime.Unspecified,Justice.InvestigateCrime.Unspecified,Investigator:authorities,Defendant:bomber
"A string of deadly bombs <s>authorities</s> now investigating if there is a possible serial bomber on the loose in Austin, <t>Texas</t> the first bomb at a package left at a home killing 39 year old Anthony house.",Conflict,AW|doc_id=7|sent_id=882|dataset=wiki|osplit=train|etype=Justice.InvestigateCrime.Unspecified,Justice.InvestigateCrime.Unspecified,Investigator:authorities,Place:Texas
"In the immediate aftermath, the <s>authorities</s> began investigating <t>Rojas</t>'s possible connections to either the National Liberation Army (ELN) guerrilla movement, the Clan Úsuga organized crime gang, or FARC dissidents.",Conflict,AW|doc_id=19|sent_id=887|dataset=wiki|osplit=train|etype=Justice.InvestigateCrime.Unspecified,Justice.InvestigateCrime.Unspecified,Investigator:authorities,Defendant:Rojas
"<s>Police</s> are also probing the links between the Abedi brothers and another British-Libyan from Manchester, <t>Abdalraouf Abdallah</t>, who was sentenced to a nine-year-prison term after being convicted of funding terrorism and preparing acts of terrorism.",Conflict,AW|doc_id=187|sent_id=891|dataset=wiki|osplit=train|etype=Justice.InvestigateCrime.Unspecified,Justice.InvestigateCrime.Unspecified,Investigator:Police,Defendant:Abdalraouf Abdallah
"<s>Police</s> are also probing the links between the Abedi <t>brothers</t> and another British-Libyan from Manchester, Abdalraouf Abdallah, who was sentenced to a nine-year-prison term after being convicted of funding terrorism and preparing acts of terrorism.",Conflict,AW|doc_id=187|sent_id=891|dataset=wiki|osplit=train|etype=Justice.InvestigateCrime.Unspecified,Justice.InvestigateCrime.Unspecified,Investigator:Police,Defendant:brothers
"On May 8, 2001, one week before McVeigh's scheduled execution date, the <s>Department of Justice</s> and the FBI revealed to McVeigh's and <t>Nichols</t>' attorneys that over 700 investigative documents had not been disclosed to the defendants before their trials.",Conflict,AW|doc_id=108|sent_id=890|dataset=wiki|osplit=train|etype=Justice.InvestigateCrime.Unspecified,Justice.InvestigateCrime.Unspecified,Investigator:Department of Justice,Defendant:Nichols
"On May 8, 2001, one week before <t>McVeigh</t>'s scheduled execution date, the <s>Department of Justice</s> and the FBI revealed to <t>McVeigh</t>'s and Nichols' attorneys that over 700 investigative documents had not been disclosed to the defendants before their trials.",Conflict,AW|doc_id=108|sent_id=890|dataset=wiki|osplit=train|etype=Justice.InvestigateCrime.Unspecified,Justice.InvestigateCrime.Unspecified,Investigator:Department of Justice,Defendant:McVeigh
"On May 8, 2001, one week before McVeigh's scheduled execution date, the Department of Justice and the <s>FBI</s> revealed to McVeigh's and <t>Nichols</t>' attorneys that over 700 investigative documents had not been disclosed to the defendants before their trials.",Conflict,AW|doc_id=108|sent_id=890|dataset=wiki|osplit=train|etype=Justice.InvestigateCrime.Unspecified,Justice.InvestigateCrime.Unspecified,Investigator:FBI,Defendant:Nichols
"On May 8, 2001, one week before <t>McVeigh</t>'s scheduled execution date, the Department of Justice and the <s>FBI</s> revealed to <t>McVeigh</t>'s and Nichols' attorneys that over 700 investigative documents had not been disclosed to the defendants before their trials.",Conflict,AW|doc_id=108|sent_id=890|dataset=wiki|osplit=train|etype=Justice.InvestigateCrime.Unspecified,Justice.InvestigateCrime.Unspecified,Investigator:FBI,Defendant:McVeigh
"As of Tuesday morning, <s>jurors</s> began reviewing evidence and witness testimony, which will play a role in helping them decide <t>Dzhokhar Tsarnaev</t>’s guilt on each of the 30 charges he faces.",Conflict,AW|doc_id=116|sent_id=885|dataset=wiki|osplit=train|etype=Justice.InvestigateCrime.Unspecified,Justice.InvestigateCrime.Unspecified,Investigator:jurors,Defendant:Dzhokhar Tsarnaev
"<s>Prosecutors</s> said he scrawled a motive for the attack on the inside wall of the boat, writing that the <t>brothers</t> were trying to avenge American attacks on Muslims in the U.S. wars in Iraq and Afghanistan.",Conflict,AW|doc_id=129|sent_id=894|dataset=wiki|osplit=train|etype=Justice.InvestigateCrime.Unspecified,Justice.InvestigateCrime.Unspecified,Investigator:Prosecutors,Defendant:brothers
"A <t>property</t> in Birmingham, England, was searched by <s>police</s> following Wednesday's London attack, March 23, 2017.",Conflict,AW|doc_id=118|sent_id=881|dataset=wiki|osplit=train|etype=Justice.InvestigateCrime.Unspecified,Justice.InvestigateCrime.Unspecified,Investigator:police,Place:property
The <s>Tokyo District Court</s> handed down a suspended sentence Tuesday to the <t>man</t> who landed a drone on the rooftop of the Prime Minister’s Office last April.,Conflict,AW|doc_id=79|sent_id=908|dataset=wiki|osplit=train|etype=Justice.Sentence.Unspecified,Justice.Sentence.Unspecified,JudgeCourt:Tokyo District Court,Defendant:man
"The <s>jury</s> voted unanimously last month to condemn <t>Dzhokhar Tsarnaev</t> to death, just days after convicting him on all 30 charges brought against him -- 17 of which carried the possibility of the death penalty.",Conflict,AW|doc_id=16|sent_id=906|dataset=wiki|osplit=train|etype=Justice.Sentence.Unspecified,Justice.Sentence.Unspecified,JudgeCourt:jury,Defendant:Dzhokhar Tsarnaev
"But Judge <s>George O'Toole</s> offered no sympathy for <t>Tsarnaev</t> as he handed down the death sentence, saying no one will remember the kind of person he was before the bombing.",Conflict,AW|doc_id=16|sent_id=901|dataset=wiki|osplit=train|etype=Justice.Sentence.Unspecified,Justice.Sentence.Unspecified,JudgeCourt:George O'Toole,Defendant:Tsarnaev
<s>Prosecutors</s> Push Death Sentence for Boston <t>Bomber Tsarnaev</t>,Conflict,AW|doc_id=46|sent_id=905|dataset=wiki|osplit=train|etype=Justice.Sentence.Unspecified,Justice.Sentence.Unspecified,JudgeCourt:Prosecutors,Defendant:Bomber Tsarnaev
"Today, U.S. District Judge <s>Ewing Werlein Jr.</s> handed <t>Schneck</t> a 78-month sentence to be immediately followed by three years of supervised release.",Conflict,AW|doc_id=94|sent_id=909|dataset=wiki|osplit=train|etype=Justice.Sentence.Unspecified,Justice.Sentence.Unspecified,JudgeCourt:Ewing Werlein Jr.,Defendant:Schneck
"After convicting Chechen immigrant <t>Dzhokhar Tsarnaev</t> of the deadly 2013 Boston Marathon bombings, <s>jurors</s> will take a few days off before deciding whether to sentence him to death or life in prison.",Conflict,AW|doc_id=129|sent_id=308|dataset=wiki|osplit=train|etype=Justice.Sentence.Unspecified,Justice.Sentence.Unspecified,JudgeCourt:jurors,Defendant:Dzhokhar Tsarnaev
